"","batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"1573","HH Gibbs","CK Langeveldt",1,2,0.5,0.5
"1574","HH Gibbs","DP Nannes",1,14,0.0714285714285714,0.928571428571429
"1575","HH Gibbs","DS Kulkarni",1,8,0.125,0.875
"1576","HH Gibbs","DW Steyn",1,25,0.04,0.96
"1577","HH Gibbs","Gagandeep Singh",1,4,0.25,0.75
"1578","HH Gibbs","Iqbal Abdulla",1,2,0.5,0.5
"1579","HH Gibbs","M Kartik",1,37,0.027027027027027,0.972972972972973
"1580","HH Gibbs","M Ntini",1,14,0.0714285714285714,0.928571428571429
"1581","HH Gibbs","MM Patel",1,9,0.111111111111111,0.888888888888889
"1582","HH Gibbs","MS Gony",1,12,0.0833333333333333,0.916666666666667
"1583","HH Gibbs","P Kumar",2,28,0.0714285714285714,0.928571428571429
"1584","HH Gibbs","PP Chawla",2,32,0.0625,0.9375
"1585","HH Gibbs","S Tyagi",1,3,0.333333333333333,0.666666666666667
"1586","HH Gibbs","SB Jakati",1,3,0.333333333333333,0.666666666666667
"1587","HH Gibbs","SE Bond",1,11,0.0909090909090909,0.909090909090909
"1588","HH Gibbs","SK Warne",1,6,0.166666666666667,0.833333333333333
"1589","HH Gibbs","Y Nagar",1,3,0.333333333333333,0.666666666666667
"1590","HH Gibbs","YK Pathan",1,4,0.25,0.75
"1591","HH Gibbs","Yuvraj Singh",2,10,0.2,0.8
"1592","HH Gibbs","Z Khan",2,26,0.0769230769230769,0.923076923076923
"1593","HH Pandya","A Nehra",1,4,0.25,0.75
"1594","HH Pandya","DJ Bravo",1,9,0.111111111111111,0.888888888888889
"1595","HH Pandya","DS Kulkarni",1,6,0.166666666666667,0.833333333333333
"1596","HH Pandya","Imran Tahir",1,1,1,0
"1597","HH Pandya","MM Sharma",1,1,1,0
"1598","HH Pandya","MR Marsh",1,1,1,0
"1599","HH Pandya","Mustafizur Rahman",2,3,0.666666666666667,0.333333333333333
"1600","HH Pandya","NM Coulter-Nile",1,5,0.2,0.8
"1601","HH Pandya","P Kumar",1,5,0.2,0.8
"1602","HH Pandya","PP Chawla",1,4,0.25,0.75
"1603","HH Pandya","YS Chahal",1,3,0.333333333333333,0.666666666666667
"1604","HM Amla","B Kumar",1,9,0.111111111111111,0.888888888888889
"1605","HM Amla","R Ashwin",1,3,0.333333333333333,0.666666666666667
"1606","HM Amla","S Aravind",1,3,0.333333333333333,0.666666666666667
"1607","HM Amla","SR Watson",1,3,0.333333333333333,0.666666666666667
"1608","HM Amla","TG Southee",1,5,0.2,0.8
"1609","HV Patel","A Nehra",2,2,1,0
"1610","HV Patel","DAJ Bracewell",1,1,1,0
"1611","HV Patel","JJ Bumrah",1,2,0.5,0.5
"1612","HV Patel","MG Johnson",1,2,0.5,0.5
"1613","HV Patel","Shakib Al Hasan",1,8,0.125,0.875
"1614","HV Patel","TA Boult",1,3,0.333333333333333,0.666666666666667
"1615","I Sharma","DJ Thornely",1,3,0.333333333333333,0.666666666666667
"1616","I Sharma","R Vinay Kumar",1,2,0.5,0.5
"1617","I Sharma","RP Singh",1,3,0.333333333333333,0.666666666666667
"1618","IC Pandey","CH Gayle",1,2,0.5,0.5
"1619","IK Pathan","A Mishra",2,35,0.0571428571428571,0.942857142857143
"1620","IK Pathan","A Nehra",1,11,0.0909090909090909,0.909090909090909
"1621","IK Pathan","AD Mathews",1,15,0.0666666666666667,0.933333333333333
"1622","IK Pathan","AM Salvi",1,6,0.166666666666667,0.833333333333333
"1623","IK Pathan","AR Patel",1,5,0.2,0.8
"1624","IK Pathan","DJ Bravo",1,27,0.037037037037037,0.962962962962963
"1625","IK Pathan","DW Steyn",2,16,0.125,0.875
"1626","IK Pathan","Iqbal Abdulla",1,1,1,0
"1627","IK Pathan","Jaskaran Singh",1,1,1,0
"1628","IK Pathan","Kamran Khan",1,5,0.2,0.8
"1629","IK Pathan","L Balaji",2,19,0.105263157894737,0.894736842105263
"1630","IK Pathan","Mohammad Asif",1,5,0.2,0.8
"1631","IK Pathan","NLTC Perera",1,8,0.125,0.875
"1632","IK Pathan","P Kumar",1,17,0.0588235294117647,0.941176470588235
"1633","IK Pathan","PC Valthaty",1,3,0.333333333333333,0.666666666666667
"1634","IK Pathan","PP Ojha",2,14,0.142857142857143,0.857142857142857
"1635","IK Pathan","R Dhawan",2,6,0.333333333333333,0.666666666666667
"1636","IK Pathan","RA Jadeja",1,4,0.25,0.75
"1637","IK Pathan","RJ Harris",1,6,0.166666666666667,0.833333333333333
"1638","IK Pathan","RJ Peterson",1,1,1,0
"1639","IK Pathan","RP Singh",1,31,0.032258064516129,0.967741935483871
"1640","IK Pathan","Sandeep Sharma (1)",1,5,0.2,0.8
"1641","IK Pathan","SC Ganguly",2,8,0.25,0.75
"1642","IK Pathan","SE Bond",1,4,0.25,0.75
"1643","IK Pathan","SK Trivedi",1,21,0.0476190476190476,0.952380952380952
"1644","IK Pathan","SK Warne",1,24,0.0416666666666667,0.958333333333333
"1645","IK Pathan","SL Malinga",2,16,0.125,0.875
"1646","IK Pathan","SP Narine",2,19,0.105263157894737,0.894736842105263
"1647","IK Pathan","T Thushara",1,5,0.2,0.8
"1648","IK Pathan","TL Suman",1,3,0.333333333333333,0.666666666666667
"1649","IK Pathan","TM Dilshan",1,1,1,0
"1650","IK Pathan","Umar Gul",1,17,0.0588235294117647,0.941176470588235
"1651","IK Pathan","Yuvraj Singh",1,6,0.166666666666667,0.833333333333333
"1652","IK Pathan","Z Khan",2,20,0.1,0.9
"1653","Imran Tahir","AR Patel",1,4,0.25,0.75
"1654","Imran Tahir","DJ Bravo",1,1,1,0
"1655","Imran Tahir","STR Binny",1,2,0.5,0.5
"1656","Iqbal Abdulla","DJ Bravo",1,13,0.0769230769230769,0.923076923076923
"1657","IR Jaggi","Harbhajan Singh",1,1,1,0
"1658","IR Jaggi","Iqbal Abdulla",1,7,0.142857142857143,0.857142857142857
"1659","IR Jaggi","SK Warne",1,9,0.111111111111111,0.888888888888889
"1660","IR Jaggi","SP Narine",1,2,0.5,0.5
"1661","Ishan Kishan","Imran Tahir",1,2,0.5,0.5
"1662","Ishan Kishan","MG Johnson",1,4,0.25,0.75
"1663","J Arunkumar","S Sreesanth",1,2,0.5,0.5
"1664","J Arunkumar","Sohail Tanvir",1,3,0.333333333333333,0.666666666666667
"1665","J Botha","AB Agarkar",1,3,0.333333333333333,0.666666666666667
"1666","J Botha","Anand Rajan",2,8,0.25,0.75
"1667","J Botha","B Kumar",1,2,0.5,0.5
"1668","J Botha","BA Bhatt",1,2,0.5,0.5
"1669","J Botha","DE Bollinger",1,3,0.333333333333333,0.666666666666667
"1670","J Botha","DW Steyn",1,16,0.0625,0.9375
"1671","J Botha","KK Cooper",1,2,0.5,0.5
"1672","J Botha","MF Maharoof",1,8,0.125,0.875
"1673","J Botha","MM Patel",1,5,0.2,0.8
"1674","J Botha","NLTC Perera",1,4,0.25,0.75
"1675","J Botha","R Ashwin",1,12,0.0833333333333333,0.916666666666667
"1676","J Botha","R Bhatia",1,1,1,0
"1677","J Botha","R Sharma",1,2,0.5,0.5
"1678","J Botha","RA Jadeja",1,11,0.0909090909090909,0.909090909090909
"1679","J Botha","S Aravind",1,2,0.5,0.5
"1680","J Botha","SB Jakati",1,8,0.125,0.875
"1681","J Botha","SL Malinga",1,9,0.111111111111111,0.888888888888889
"1682","J Suchith","YS Chahal",1,2,0.5,0.5
"1683","J Syed Mohammad","DR Smith",1,3,0.333333333333333,0.666666666666667
"1684","J Syed Mohammad","UT Yadav",1,7,0.142857142857143,0.857142857142857
"1685","J Theron","SW Tait",1,2,0.5,0.5
"1686","JA Morkel","A Mithun",1,3,0.333333333333333,0.666666666666667
"1687","JA Morkel","A Nehra",1,15,0.0666666666666667,0.933333333333333
"1688","JA Morkel","AA Jhunjhunwala",1,15,0.0666666666666667,0.933333333333333
"1689","JA Morkel","AB Dinda",1,2,0.5,0.5
"1690","JA Morkel","Azhar Mahmood",2,7,0.285714285714286,0.714285714285714
"1691","JA Morkel","CH Gayle",1,6,0.166666666666667,0.833333333333333
"1692","JA Morkel","DS Kulkarni",1,7,0.142857142857143,0.857142857142857
"1693","JA Morkel","DW Steyn",2,13,0.153846153846154,0.846153846153846
"1694","JA Morkel","Harbhajan Singh",1,8,0.125,0.875
"1695","JA Morkel","JE Taylor",1,3,0.333333333333333,0.666666666666667
"1696","JA Morkel","JH Kallis",1,17,0.0588235294117647,0.941176470588235
"1697","JA Morkel","JJ van der Wath",1,2,0.5,0.5
"1698","JA Morkel","KA Pollard",1,13,0.0769230769230769,0.923076923076923
"1699","JA Morkel","L Balaji",1,14,0.0714285714285714,0.928571428571429
"1700","JA Morkel","P Awana",1,11,0.0909090909090909,0.909090909090909
"1701","JA Morkel","P Kumar",1,20,0.05,0.95
"1702","JA Morkel","P Negi",1,3,0.333333333333333,0.666666666666667
"1703","JA Morkel","PP Ojha",2,18,0.111111111111111,0.888888888888889
"1704","JA Morkel","PV Tambe",1,2,0.5,0.5
"1705","JA Morkel","R Bhatia",1,3,0.333333333333333,0.666666666666667
"1706","JA Morkel","R Vinay Kumar",2,14,0.142857142857143,0.857142857142857
"1707","JA Morkel","RP Singh",1,20,0.05,0.95
"1708","JA Morkel","Shivam Sharma",1,4,0.25,0.75
"1709","JA Morkel","Sohail Tanvir",2,8,0.25,0.75
"1710","JA Morkel","SW Tait",1,11,0.0909090909090909,0.909090909090909
"1711","JA Morkel","TM Dilshan",1,1,1,0
"1712","JA Morkel","UT Yadav",2,9,0.222222222222222,0.777777777777778
"1713","JA Morkel","V Sehwag",1,11,0.0909090909090909,0.909090909090909
"1714","JA Morkel","Y Venugopal Rao",1,3,0.333333333333333,0.666666666666667
"1715","JA Morkel","YK Pathan",1,31,0.032258064516129,0.967741935483871
"1716","Jaskaran Singh","Harbhajan Singh",1,4,0.25,0.75
"1717","JC Buttler","A Mishra",1,2,0.5,0.5
"1718","JC Buttler","A Nehra",1,2,0.5,0.5
"1719","JC Buttler","AD Russell",1,10,0.1,0.9
"1720","JC Buttler","BB Sran",1,3,0.333333333333333,0.666666666666667
"1721","JC Buttler","DJ Bravo",1,6,0.166666666666667,0.833333333333333
"1722","JC Buttler","Iqbal Abdulla",1,8,0.125,0.875
"1723","JC Buttler","MM Sharma",1,4,0.25,0.75
"1724","JC Buttler","MP Stoinis",1,2,0.5,0.5
"1725","JC Buttler","MR Marsh",1,1,1,0
"1726","JC Buttler","SB Jakati",1,11,0.0909090909090909,0.909090909090909
"1727","JC Buttler","SP Narine",1,6,0.166666666666667,0.833333333333333
"1728","JD Ryder","A Chandila",1,2,0.5,0.5
"1729","JD Ryder","AB Agarkar",1,2,0.5,0.5
"1730","JD Ryder","AD Mascarenhas",1,4,0.25,0.75
"1731","JD Ryder","AN Ahmed",1,3,0.333333333333333,0.666666666666667
"1732","JD Ryder","Ankit Sharma",1,4,0.25,0.75
"1733","JD Ryder","BA Bhatt",1,3,0.333333333333333,0.666666666666667
"1734","JD Ryder","DE Bollinger",1,12,0.0833333333333333,0.916666666666667
"1735","JD Ryder","DW Steyn",1,16,0.0625,0.9375
"1736","JD Ryder","FH Edwards",1,1,1,0
"1737","JD Ryder","Harbhajan Singh",2,6,0.333333333333333,0.666666666666667
"1738","JD Ryder","HV Patel",1,9,0.111111111111111,0.888888888888889
"1739","JD Ryder","IK Pathan",2,25,0.08,0.92
"1740","JD Ryder","J Botha",1,10,0.1,0.9
"1741","JD Ryder","J Syed Mohammad",1,2,0.5,0.5
"1742","JD Ryder","KMDN Kulasekara",1,28,0.0357142857142857,0.964285714285714
"1743","JD Ryder","M Morkel",1,12,0.0833333333333333,0.916666666666667
"1744","JD Ryder","PP Ojha",1,3,0.333333333333333,0.666666666666667
"1745","JD Ryder","R Ashwin",1,20,0.05,0.95
"1746","JD Ryder","R McLaren",1,9,0.111111111111111,0.888888888888889
"1747","JD Ryder","R Vinay Kumar",1,4,0.25,0.75
"1748","JD Ryder","S Nadeem",1,17,0.0588235294117647,0.941176470588235
"1749","JD Ryder","YA Abdulla",1,4,0.25,0.75
"1750","JD Ryder","YK Pathan",2,5,0.4,0.6
"1751","JD Unadkat","MG Johnson",1,1,1,0
"1752","JDP Oram","BJ Hodge",1,2,0.5,0.5
"1753","JDP Oram","DP Nannes",1,2,0.5,0.5
"1754","JDP Oram","IK Pathan",2,6,0.333333333333333,0.666666666666667
"1755","JDP Oram","MM Patel",1,3,0.333333333333333,0.666666666666667
"1756","JDP Oram","R Vinay Kumar",2,4,0.5,0.5
"1757","JDP Oram","ST Jayasuriya",1,3,0.333333333333333,0.666666666666667
"1758","JDS Neesham","Karanveer Singh",1,8,0.125,0.875
"1759","JDS Neesham","PP Chawla",1,7,0.142857142857143,0.857142857142857
"1760","JDS Neesham","RA Jadeja",1,8,0.125,0.875
"1761","JEC Franklin","A Ashish Reddy",1,2,0.5,0.5
"1762","JEC Franklin","A Singh",1,2,0.5,0.5
"1763","JEC Franklin","AB Dinda",1,5,0.2,0.8
"1764","JEC Franklin","Azhar Mahmood",1,10,0.1,0.9
"1765","JEC Franklin","B Kumar",1,12,0.0833333333333333,0.916666666666667
"1766","JEC Franklin","BW Hilfenhaus",1,8,0.125,0.875
"1767","JEC Franklin","DJ Bravo",1,10,0.1,0.9
"1768","JEC Franklin","P Kumar",1,23,0.0434782608695652,0.956521739130435
"1769","JEC Franklin","R Vinay Kumar",1,2,0.5,0.5
"1770","JEC Franklin","SB Wagh",1,2,0.5,0.5
"1771","JEC Franklin","Z Khan",1,6,0.166666666666667,0.833333333333333
"1772","JH Kallis","A Mishra",2,40,0.05,0.95
"1773","JH Kallis","A Mithun",1,11,0.0909090909090909,0.909090909090909
"1774","JH Kallis","A Singh",1,27,0.037037037037037,0.962962962962963
"1775","JH Kallis","AB Agarkar",1,15,0.0666666666666667,0.933333333333333
"1776","JH Kallis","AB Dinda",1,17,0.0588235294117647,0.941176470588235
"1777","JH Kallis","AD Mathews",1,14,0.0714285714285714,0.928571428571429
"1778","JH Kallis","Azhar Mahmood",1,8,0.125,0.875
"1779","JH Kallis","BA Bhatt",2,29,0.0689655172413793,0.931034482758621
"1780","JH Kallis","BW Hilfenhaus",1,9,0.111111111111111,0.888888888888889
"1781","JH Kallis","CK Langeveldt",1,14,0.0714285714285714,0.928571428571429
"1782","JH Kallis","DJ Bravo",3,41,0.0731707317073171,0.926829268292683
"1783","JH Kallis","DL Vettori",3,43,0.0697674418604651,0.930232558139535
"1784","JH Kallis","DP Nannes",1,9,0.111111111111111,0.888888888888889
"1785","JH Kallis","DR Smith",1,15,0.0666666666666667,0.933333333333333
"1786","JH Kallis","DW Steyn",2,21,0.0952380952380952,0.904761904761905
"1787","JH Kallis","Harbhajan Singh",2,47,0.0425531914893617,0.957446808510638
"1788","JH Kallis","Harmeet Singh",1,19,0.0526315789473684,0.947368421052632
"1789","JH Kallis","I Sharma",1,64,0.015625,0.984375
"1790","JH Kallis","IK Pathan",2,47,0.0425531914893617,0.957446808510638
"1791","JH Kallis","J Botha",1,18,0.0555555555555556,0.944444444444444
"1792","JH Kallis","JA Morkel",2,57,0.0350877192982456,0.964912280701754
"1793","JH Kallis","JEC Franklin",1,9,0.111111111111111,0.888888888888889
"1794","JH Kallis","Joginder Sharma",1,5,0.2,0.8
"1795","JH Kallis","JP Duminy",1,2,0.5,0.5
"1796","JH Kallis","Kamran Khan",1,3,0.333333333333333,0.666666666666667
"1797","JH Kallis","L Balaji",2,11,0.181818181818182,0.818181818181818
"1798","JH Kallis","M Kartik",1,29,0.0344827586206897,0.96551724137931
"1799","JH Kallis","M Morkel",1,29,0.0344827586206897,0.96551724137931
"1800","JH Kallis","MF Maharoof",1,17,0.0588235294117647,0.941176470588235
"1801","JH Kallis","MJ Clarke",1,6,0.166666666666667,0.833333333333333
"1802","JH Kallis","MM Patel",2,46,0.0434782608695652,0.956521739130435
"1803","JH Kallis","Mohammed Shami",1,2,0.5,0.5
"1804","JH Kallis","MR Marsh",1,13,0.0769230769230769,0.923076923076923
"1805","JH Kallis","MS Gony",2,26,0.0769230769230769,0.923076923076923
"1806","JH Kallis","Parvez Rasool",1,5,0.2,0.8
"1807","JH Kallis","PJ Sangwan",1,29,0.0344827586206897,0.96551724137931
"1808","JH Kallis","PP Ojha",3,84,0.0357142857142857,0.964285714285714
"1809","JH Kallis","PV Tambe",1,3,0.333333333333333,0.666666666666667
"1810","JH Kallis","R Ashwin",2,40,0.05,0.95
"1811","JH Kallis","R McLaren",1,6,0.166666666666667,0.833333333333333
"1812","JH Kallis","R Sharma",1,1,1,0
"1813","JH Kallis","R Shukla",1,2,0.5,0.5
"1814","JH Kallis","R Vinay Kumar",3,26,0.115384615384615,0.884615384615385
"1815","JH Kallis","RP Singh",4,49,0.0816326530612245,0.918367346938776
"1816","JH Kallis","RV Gomez",1,6,0.166666666666667,0.833333333333333
"1817","JH Kallis","S Nadeem",1,12,0.0833333333333333,0.916666666666667
"1818","JH Kallis","SB Jakati",1,46,0.0217391304347826,0.978260869565217
"1819","JH Kallis","SJ Srivastava",1,1,1,0
"1820","JH Kallis","SK Trivedi",2,30,0.0666666666666667,0.933333333333333
"1821","JH Kallis","SL Malinga",2,64,0.03125,0.96875
"1822","JH Kallis","SW Tait",1,2,0.5,0.5
"1823","JH Kallis","UT Yadav",2,44,0.0454545454545455,0.954545454545455
"1824","JH Kallis","WD Parnell",1,9,0.111111111111111,0.888888888888889
"1825","JH Kallis","YA Abdulla",1,24,0.0416666666666667,0.958333333333333
"1826","JH Kallis","YS Chahal",1,18,0.0555555555555556,0.944444444444444
"1827","JH Kallis","Yuvraj Singh",1,25,0.04,0.96
"1828","JJ Bumrah","BB Sran",1,8,0.125,0.875
"1829","JJ van der Wath","DW Steyn",1,1,1,0
"1830","JJ van der Wath","PP Chawla",1,2,0.5,0.5
"1831","JM Kemp","DP Nannes",1,4,0.25,0.75
"1832","JM Kemp","PP Ojha",1,12,0.0833333333333333,0.916666666666667
"1833","JO Holder","B Kumar",1,4,0.25,0.75
"1834","JO Holder","DJ Bravo",1,8,0.125,0.875
"1835","JO Holder","Mustafizur Rahman",1,6,0.166666666666667,0.833333333333333
"1836","Joginder Sharma","Harbhajan Singh",1,1,1,0
"1837","Joginder Sharma","MM Patel",1,1,1,0
"1838","Joginder Sharma","RP Singh",1,2,0.5,0.5
"1839","JP Duminy","A Kumble",1,13,0.0769230769230769,0.923076923076923
"1840","JP Duminy","AB Dinda",1,23,0.0434782608695652,0.956521739130435
"1841","JP Duminy","B Kumar",1,21,0.0476190476190476,0.952380952380952
"1842","JP Duminy","BB Sran",1,5,0.2,0.8
"1843","JP Duminy","BE Hendricks",1,3,0.333333333333333,0.666666666666667
"1844","JP Duminy","D du Preez",1,4,0.25,0.75
"1845","JP Duminy","D Wiese",1,10,0.1,0.9
"1846","JP Duminy","DJ Bravo",1,9,0.111111111111111,0.888888888888889
"1847","JP Duminy","DP Nannes",2,10,0.2,0.8
"1848","JP Duminy","DR Smith",1,16,0.0625,0.9375
"1849","JP Duminy","DW Steyn",1,15,0.0666666666666667,0.933333333333333
"1850","JP Duminy","Harbhajan Singh",1,35,0.0285714285714286,0.971428571428571
"1851","JP Duminy","IC Pandey",2,14,0.142857142857143,0.857142857142857
"1852","JP Duminy","Iqbal Abdulla",1,1,1,0
"1853","JP Duminy","J Suchith",1,3,0.333333333333333,0.666666666666667
"1854","JP Duminy","JA Morkel",1,13,0.0769230769230769,0.923076923076923
"1855","JP Duminy","JD Unadkat",1,7,0.142857142857143,0.857142857142857
"1856","JP Duminy","JJ Bumrah",1,33,0.0303030303030303,0.96969696969697
"1857","JP Duminy","JP Faulkner",1,29,0.0344827586206897,0.96551724137931
"1858","JP Duminy","Karanveer Singh",1,2,0.5,0.5
"1859","JP Duminy","KV Sharma",1,11,0.0909090909090909,0.909090909090909
"1860","JP Duminy","KW Richardson",1,11,0.0909090909090909,0.909090909090909
"1861","JP Duminy","M Muralitharan",1,37,0.027027027027027,0.972972972972973
"1862","JP Duminy","MA Starc",1,22,0.0454545454545455,0.954545454545455
"1863","JP Duminy","MR Marsh",1,8,0.125,0.875
"1864","JP Duminy","MS Gony",1,3,0.333333333333333,0.666666666666667
"1865","JP Duminy","PP Chawla",1,26,0.0384615384615385,0.961538461538462
"1866","JP Duminy","PP Ojha",1,24,0.0416666666666667,0.958333333333333
"1867","JP Duminy","PV Tambe",1,15,0.0666666666666667,0.933333333333333
"1868","JP Duminy","R McLaren",1,1,1,0
"1869","JP Duminy","RG Sharma",1,10,0.1,0.9
"1870","JP Duminy","RJ Harris",1,10,0.1,0.9
"1871","JP Duminy","S Nadeem",1,2,0.5,0.5
"1872","JP Duminy","SK Trivedi",2,28,0.0714285714285714,0.928571428571429
"1873","JP Duminy","SK Warne",1,22,0.0454545454545455,0.954545454545455
"1874","JP Duminy","SL Malinga",1,24,0.0416666666666667,0.958333333333333
"1875","JP Duminy","SP Narine",1,36,0.0277777777777778,0.972222222222222
"1876","JP Duminy","STR Binny",1,7,0.142857142857143,0.857142857142857
"1877","JP Duminy","WD Parnell",1,9,0.111111111111111,0.888888888888889
"1878","JP Duminy","YA Abdulla",1,12,0.0833333333333333,0.916666666666667
"1879","JP Duminy","Z Khan",2,10,0.2,0.8
"1880","JP Faulkner","AB Dinda",1,10,0.1,0.9
"1881","JP Faulkner","AD Russell",1,3,0.333333333333333,0.666666666666667
"1882","JP Faulkner","Anureet Singh",1,4,0.25,0.75
"1883","JP Faulkner","B Kumar",2,9,0.222222222222222,0.777777777777778
"1884","JP Faulkner","CH Morris",1,12,0.0833333333333333,0.916666666666667
"1885","JP Faulkner","DS Kulkarni",1,7,0.142857142857143,0.857142857142857
"1886","JP Faulkner","HV Patel",1,3,0.333333333333333,0.666666666666667
"1887","JP Faulkner","IC Pandey",1,2,0.5,0.5
"1888","JP Faulkner","Imran Tahir",1,5,0.2,0.8
"1889","JP Faulkner","Iqbal Abdulla",1,1,1,0
"1890","JP Faulkner","JO Holder",1,2,0.5,0.5
"1891","JP Faulkner","KA Pollard",1,2,0.5,0.5
"1892","JP Faulkner","KV Sharma",1,8,0.125,0.875
"1893","JP Faulkner","MJ McClenaghan",1,3,0.333333333333333,0.666666666666667
"1894","JP Faulkner","MM Sharma",1,11,0.0909090909090909,0.909090909090909
"1895","JP Faulkner","RA Jadeja",1,3,0.333333333333333,0.666666666666667
"1896","JP Faulkner","RP Singh",1,3,0.333333333333333,0.666666666666667
"1897","JP Faulkner","S Aravind",1,5,0.2,0.8
"1898","JP Faulkner","Sandeep Sharma",2,6,0.333333333333333,0.666666666666667
"1899","JR Hopes","A Mishra",1,10,0.1,0.9
"1900","JR Hopes","A Mithun",1,7,0.142857142857143,0.857142857142857
"1901","JR Hopes","AB Dinda",1,4,0.25,0.75
"1902","JR Hopes","DJ Bravo",1,1,1,0
"1903","JR Hopes","Iqbal Abdulla",1,11,0.0909090909090909,0.909090909090909
"1904","JR Hopes","JA Morkel",1,4,0.25,0.75
"1905","JR Hopes","M Ntini",1,2,0.5,0.5
"1906","JR Hopes","P Amarnath",1,6,0.166666666666667,0.833333333333333
"1907","JR Hopes","PP Chawla",1,2,0.5,0.5
